refseq id	virus family	virus tax id	virus name	virus host	host name	virus genus	virus genome type
NC_021928	Paramyxoviridae	11224	Human parainfluenza virus 4a	Mammalia	Homo sapiens	Orthorubulavirus	ssRNA(-)
NC_022103	Coronaviridae	1384461	Bat coronavirus CDPHE15/USA/2006	Mammalia	Myotis lucifugus	Alphacoronavirus	ssRNA(+)
NC_022249	Astroviridae	1389204	Feline astrovirus 2	Mammalia	Felis catus	Mamastrovirus	ssRNA(+)
NC_022250	Bromoviridae	747056	Blueberry shock virus	Viridiplantae	Vaccinium corymbosum	Ilarvirus	ssRNA(+)
NC_022580	Rhabdoviridae	666962	Drosophila obscura sigmavirus 10A	Insecta	Drosophila obscura	Sigmavirus	ssRNA(-)
NC_022745	Potyviridae	1414644	Tall oatgrass mosaic virus	Viridiplantae	Arrhenatherum elatius	Tritimovirus	ssRNA(+)
NC_022755	Rhabdoviridae	1344113	American bat vesiculovirus TFFN-2013	Mammalia	Eptesicus fuscus	Vesiculovirus	ssRNA(-)
NC_022802	Picornaviridae	1416021	Feline sakobuvirus A	Mammalia	Felis catus	Sakobuvirus	ssRNA(+)
NC_023014	Potyviridae	320856	Bidens mosaic virus	Viridiplantae	Bidens pilosa	Potyvirus	ssRNA(+)
NC_023021	Dicistroviridae	1432856	Formica exsecta virus 1	Insecta	Formica exsecta	unclassified Dicistroviridaevirus	ssRNA(+)
NC_023175	Potyviridae	1406816	Zucchini tigre mosaic virus	Viridiplantae	Momordica charantia	Potyvirus	ssRNA(+)
NC_023422	Picornaviridae	1452516	Caprine kobuvirus	Mammalia	Capra hircus	Kobuvirus	ssRNA(+)
NC_023628	Potyviridae	160842	Narcissus late season yellows virus	Viridiplantae	Narcissus	Potyvirus	ssRNA(+)
NC_023629	Astroviridae	1027248	Bovine astrovirus B76/HK	Mammalia	Bos taurus	Mamastrovirus	ssRNA(+)
NC_023630	Astroviridae	1027247	Bovine astrovirus B76-2/HK	Mammalia	Bos taurus	Mamastrovirus	ssRNA(+)
NC_023631	Astroviridae	1027245	Bovine astrovirus B18/HK	Mammalia	Bos taurus	Mamastrovirus	ssRNA(+)
NC_023632	Astroviridae	1027244	Bovine astrovirus B170/HK	Mammalia	Bos taurus	Mamastrovirus	ssRNA(+)
NC_023636	Astroviridae	1093928	Porcine astrovirus 5	Mammalia	Sus scrofa	unclassified Astroviridaevirus	ssRNA(+)
NC_023674	Astroviridae	1105378	Porcine astrovirus 2	Mammalia	Sus scrofa	Mamastrovirus	ssRNA(+)
NC_023675	Astroviridae	1105379	Porcine astrovirus 4	Mammalia	Sus scrofa	Mamastrovirus	ssRNA(+)
NC_023760	Coronaviridae	766791	Mink coronavirus strain WD1127	Mammalia	Neogale vison	Alphacoronavirus	ssRNA(+)
NC_023984	Picornaviridae	1233383	Human cosavirus	Mammalia	Homo sapiens	Cosavirus	ssRNA(+)
NC_024070	Picornaviridae	1511807	Rosavirus A2	Mammalia	Homo sapiens	Rosavirus	ssRNA(+)
NC_024073	Picornaviridae	47681	Enterovirus sp.	Mammalia	Mandrillus sphinx	Enterovirus	ssRNA(+)
NC_024297	Astroviridae	1435485	Bovine astrovirus	Mammalia	Bos taurus	Mamastrovirus	ssRNA(+)
NC_024471	Potyviridae	2170240	Yellow oat grass mosaic virus	Viridiplantae	Trisetum flavescens	Tritimovirus	ssRNA(+)
NC_024472	Astroviridae	1518575	Human astrovirus BF34	Mammalia	Homo sapiens	Mamastrovirus	ssRNA(+)
NC_024498	Astroviridae	1522059	Bovine astrovirus CH13	Mammalia	Bos taurus	unclassified Astroviridaevirus	ssRNA(+)
NC_024701	Astroviridae	1538452	Feline astrovirus D1	Mammalia	Felis catus	Mamastrovirus	ssRNA(+)
NC_025114	Picornaviridae	1547495	Salivirus FHB	Mammalia	Homo sapiens	Salivirus	ssRNA(+)
NC_025217	Coronaviridae	1541205	Bat Hp-betacoronavirus/Zhejiang2013	Mammalia	Hipposideros pratti	Betacoronavirus	ssRNA(+)
NC_025250	Potyviridae	326202	Vanilla distortion mosaic virus	Viridiplantae	Coriandrum sativum	Potyvirus	ssRNA(+)
NC_025251	Rhabdoviridae	1072176	Lyssavirus bokeloh	Mammalia	Myotis nattereri	Lyssavirus	ssRNA(-)
NC_025253	Rhabdoviridae	1027468	Farmington virus	Mammalia	Chlorocebus aethiops	unclassified Rhabdoviridaevirus	ssRNA(-)
NC_025254	Potyviridae	114922	Carrot thin leaf virus	Viridiplantae	Coriandrum sativum	Potyvirus	ssRNA(+)
NC_025255	Rhabdoviridae	1046251	Maraba virus	Mammalia	Homo sapiens	Vesiculovirus	ssRNA(-)
NC_025256	Paramyxoviridae	2847089	Ghana virus	Mammalia	Eidolon helvum	Henipavirus	ssRNA(-)
NC_025341	Rhabdoviridae	1408144	Fikirini rhabdovirus	Mammalia	Macronycteris commersoni	Ledantevirus	ssRNA(-)
NC_025342	Rhabdoviridae	1428456	Kolente virus	Mammalia	Hipposideros jonesi	Ledantevirus	ssRNA(-)
NC_025343	Paramyxoviridae	1452514	Sosuga virus	Mammalia	Homo sapiens	Pararubulavirus	ssRNA(-)
NC_025346	Astroviridae	1161132	Rabbit astrovirus TN/2208/2010	Mammalia	Oryctolagus cuniculus	Mamastrovirus	ssRNA(+)
NC_025347	Paramyxoviridae	2560317	Avian metaavulavirus 7	Mammalia	Chlorocebus aethiops	Metaavulavirus	ssRNA(-)
NC_025348	Paramyxoviridae	798073	Tuhoko virus 2	Mammalia	Rousettus leschenaultii	Pararubulavirus	ssRNA(-)
NC_025349	Paramyxoviridae	862945	Avian paramyxovirus penguin/Falkland Islands/324/2007	Mammalia	Chlorocebus aethiops	Metaavulavirus	ssRNA(-)
NC_025350	Paramyxoviridae	798074	Tuhoko virus 3	Mammalia	Rousettus leschenaultii	Pararubulavirus	ssRNA(-)
NC_025351	Paramyxoviridae	1221391	Cedar virus	Mammalia	Pteropus sp.	Henipavirus	ssRNA(-)
NC_025352	Paramyxoviridae	1474807	Mojiang virus	Mammalia	Rattus tanezumi sladeni	Henipavirus	ssRNA(-)
NC_025353	Rhabdoviridae	198833	Vesicular stomatitis Alagoas virus	Mammalia	Bos taurus	Vesiculovirus	ssRNA(-)
NC_025355	Paramyxoviridae	1117633	Tailam virus	Mammalia	Rattus andamanensis	Jeilongvirus	ssRNA(-)
NC_025358	Rhabdoviridae	318834	Berrimah virus	Mammalia	Bos taurus	Ephemerovirus	ssRNA(-)
NC_025359	Rhabdoviridae	698672	Moussa virus	Insecta	Culex decens	Mousrhavirus	ssRNA(-)
NC_025361	Paramyxoviridae	2560315	Avian metaavulavirus 5	Mammalia	Chlorocebus aethiops	Metaavulavirus	ssRNA(-)
NC_025362	Rhabdoviridae	1272959	Xiburema virus	Insecta	Sabethes intermedius	Arurhavirus	ssRNA(-)
NC_025364	Rhabdoviridae	1972570	Vesiculovirus malpais	Insecta	Ochlerotatus campestris	Vesiculovirus	ssRNA(-)
NC_025365	Rhabdoviridae	746543	Lyssavirus shimoni	Mammalia	Macronycteris commersoni	Lyssavirus	ssRNA(-)
NC_025377	Rhabdoviridae	249584	Lyssavirus caucasicus	Mammalia	Miniopterus schreibersii	Lyssavirus	ssRNA(-)
NC_025378	Rhabdoviridae	1972567	Vesiculovirus bogdanovac	Mammalia	Chlorocebus aethiops	Vesiculovirus	ssRNA(-)
NC_025379	Astroviridae	1239567	Mamastrovirus 3	Mammalia	Sus scrofa	Mamastrovirus	ssRNA(+)
NC_025382	Rhabdoviridae	1481139	Spodoptera frugiperda rhabdovirus	Insecta	Spodoptera frugiperda	Betapaprhavirus	ssRNA(-)
NC_025384	Rhabdoviridae	936308	Culex tritaeniorhynchus rhabdovirus	Insecta	Culex tritaeniorhynchus	Merhavirus	ssRNA(-)
NC_025385	Rhabdoviridae	237716	Lyssavirus khujand	Mammalia	Myotis mystacinus	Lyssavirus	ssRNA(-)
NC_025386	Paramyxoviridae	120499	Salem virus	Mammalia	Equus caballus	Salemvirus	ssRNA(-)
NC_025389	Rhabdoviridae	488317	Eggplant mottled dwarf nucleorhabdovirus	Viridiplantae	Agapanthus	Alphanucleorhabdovirus	ssRNA(-)
NC_025390	Paramyxoviridae	2560326	Avian orthoavulavirus 9	Mammalia	Chlorocebus aethiops	Orthoavulavirus	ssRNA(-)
NC_025393	Rhabdoviridae	1972683	Almendravirus arboretum	Insecta	Psorophora	Almendravirus	ssRNA(-)
NC_025394	Rhabdoviridae	1972569	Vesiculovirus perinet	Insecta	Culicidae	Vesiculovirus	ssRNA(-)
NC_025395	Rhabdoviridae	1479613	Puerto Almendras virus	Insecta	Ochlerotatus fulvus	Almendravirus	ssRNA(-)
NC_025396	Rhabdoviridae	318835	Kimberley virus	Mammalia	Bos taurus	Ephemerovirus	ssRNA(-)
NC_025397	Rhabdoviridae	764599	Coastal Plains virus	Mammalia	Bos taurus	Tibrovirus	ssRNA(-)
NC_025399	Rhabdoviridae	318852	Oak-Vale virus	Insecta	Culex edwardsi	Sunrhavirus	ssRNA(-)
NC_025400	Rhabdoviridae	1229186	Malakal virus	Insecta	Mansonia uniformis	Ephemerovirus	ssRNA(-)
NC_025402	Paramyxoviridae	1357321	Porcine respirovirus 1	Mammalia	Sus scrofa domesticus	Respirovirus	ssRNA(-)
NC_025403	Paramyxoviridae	1261100	Achimota virus 1	Mammalia	Eidolon helvum	Pararubulavirus	ssRNA(-)
NC_025404	Paramyxoviridae	1261101	Achimota virus 2	Mammalia	Eidolon helvum	Pararubulavirus	ssRNA(-)
NC_025405	Rhabdoviridae	1348439	Niakha virus	Insecta	Phlebotominae	Sripuvirus	ssRNA(-)
NC_025406	Rhabdoviridae	1511639	Dolphin rhabdovirus	Mammalia	Lagenorhynchus albirostris	Cetarhavirus	ssRNA(-)
NC_025408	Rhabdoviridae	642022	Lyssavirus Ozernoe	Mammalia	Homo sapiens	Lyssavirus	ssRNA(-)
NC_025410	Paramyxoviridae	798072	Tuhoko virus 1	Mammalia	Rousettus leschenaultii	Pararubulavirus	ssRNA(-)
NC_025474	Picornaviridae	2169853	Crohivirus A	Mammalia	Crocidura hirta	Crohivirus	ssRNA(+)
NC_025675	Picornaviridae	1562064	hunnivirus A4	Mammalia	Rattus norvegicus	Hunnivirus	ssRNA(+)
NC_025821	Potyviridae	443746	Asparagus virus 1	Viridiplantae	Nicotiana benthamiana	Potyvirus	ssRNA(+)
NC_025961	Picornaviridae	1582094	Cosavirus JMY-2014	Mammalia	Homo sapiens	Cosavirus	ssRNA(+)
NC_026011	Coronaviridae	1590370	Betacoronavirus HKU24	Mammalia	Rattus norvegicus	Betacoronavirus	ssRNA(+)
NC_026249	Picornaviridae	1564115	Bovine picornavirus	Mammalia	Bos taurus	Bopivirus	ssRNA(+)
NC_026315	Picornaviridae	1603963	Lesavirus 1	Mammalia	Lemur catta	Malagasivirus	ssRNA(+)
NC_026316	Picornaviridae	1603964	Lesavirus 2	Mammalia	Varecia variegata	Malagasivirus	ssRNA(+)
NC_026470	Picornaviridae	2003501	African bat icavirus PREDICT-06105	Mammalia	Macronycteris gigas	Mischivirus	ssRNA(+)
NC_026615	Potyviridae	945960	Tamarillo leaf malformation virus	Viridiplantae	Solanum betaceum	Potyvirus	ssRNA(+)
NC_026759	Potyviridae	46076	Artichoke latent virus	Viridiplantae	Cynara cardunculus var. scolymus	Macluravirus	ssRNA(+)
NC_026814	Astroviridae	1157338	Canine astrovirus	Mammalia	Canis lupus familiaris	Mamastrovirus	ssRNA(+)
NC_027054	Picornaviridae	1156769	Porcine kobuvirus	Mammalia	Sus scrofa	Kobuvirus	ssRNA(+)
NC_027210	Potyviridae	369752	Catharanthus mosaic virus	Viridiplantae	Mandevilla	Potyvirus	ssRNA(+)
NC_027706	Potyviridae	1688637	Lettuce Italian necrotic virus	Viridiplantae	Lactuca sativa	Potyvirus	ssRNA(+)
NC_027711	Astroviridae	1662272	Dromedary astrovirus	Mammalia	Camelus dromedarius	Mamastrovirus	ssRNA(+)
NC_027818	Picornaviridae	1708572	Phopivirus	Mammalia	Phoca vitulina	Hepatovirus	ssRNA(+)
NC_027915	Secoviridae	1720595	Bellflower vein chlorosis virus	Viridiplantae	Campanula takesimana	Waikavirus	ssRNA(+)
NC_027918	Picornaviridae	1659219	Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN	Mammalia	Bos taurus	Kobuvirus	ssRNA(+)
NC_027919	Picornaviridae	1659220	Kobuvirus cattle/Kagoshima-1-22-KoV/2014/JPN	Mammalia	Bos taurus	Kobuvirus	ssRNA(+)
NC_028230	Rhabdoviridae	1620892	Inhangapi virus	Insecta	Nyssomyia flaviscutellata	Arurhavirus	ssRNA(-)
NC_028231	Rhabdoviridae	195059	Datura yellow vein nucleorhabdovirus	Viridiplantae	Thunbergia alata	Betanucleorhabdovirus	ssRNA(-)
NC_028232	Rhabdoviridae	1569258	Walkabout Creek virus	Insecta	Culicoides austropalpalis	Sunrhavirus	ssRNA(-)
NC_028234	Rhabdoviridae	1552661	Santa barbara virus	Insecta	Psychodidae	Arurhavirus	ssRNA(-)
NC_028236	Rhabdoviridae	1537975	Kumasi rhabdovirus	Mammalia	Eidolon helvum	Ledantevirus	ssRNA(-)
NC_028237	Rhabdoviridae	998864	Alfalfa dwarf virus	Viridiplantae	Medicago sativa	Cytorhabdovirus	ssRNA(-)
NC_028239	Rhabdoviridae	1550518	Koolpinyah virus	Mammalia	Bos taurus	Ephemerovirus	ssRNA(-)
NC_028241	Rhabdoviridae	1272960	Yata virus	Insecta	Mansonia uniformis	Ephemerovirus	ssRNA(-)
NC_028249	Paramyxoviridae	11240	Phocine morbillivirus	Mammalia	Phocidae	Morbillivirus	ssRNA(-)
NC_028255	Rhabdoviridae	50713	Cocal virus	Mammalia	Equus caballus	Vesiculovirus	ssRNA(-)
NC_028362	Paramyxoviridae	1529392	Caprine parainfluenza virus 3	Mammalia	Capra hircus	Respirovirus	ssRNA(-)
NC_028363	Picornaviridae	1987140	Rodent hepatovirus RMU101637Micarv2010	Mammalia	Microtus arvalis	Hepatovirus	ssRNA(+)
NC_028364	Picornaviridae	1987145	Shrew hepatovirus KS121232Sorara2012	Mammalia	Sorex araneus	Hepatovirus	ssRNA(+)
NC_028365	Picornaviridae	1987144	Hedgehog hepatovirus Igel8Erieur2014	Mammalia	Erinaceus europaeus	Hepatovirus	ssRNA(+)
NC_028366	Picornaviridae	2766976	hepatovirus H2	Mammalia	Eidolon helvum	Hepatovirus	ssRNA(+)
NC_028484	Rhabdoviridae	1758878	Tongilchon virus 1	Insecta	Culex bitaeniorhynchus	Ohlsrhavirus	ssRNA(-)
NC_028806	Coronaviridae	1766554	Swine enteric coronavirus	Mammalia	Sus scrofa	Alphacoronavirus	ssRNA(+)
NC_028811	Coronaviridae	1503289	BtMr-AlphaCoV/SAX2011	Mammalia	Myotis ricketti	Alphacoronavirus	ssRNA(+)
NC_028814	Coronaviridae	1503292	BtRf-AlphaCoV/HuB2013	Mammalia	Rhinolophus ferrumequinum	Alphacoronavirus	ssRNA(+)
NC_028824	Coronaviridae	1503293	BtRf-AlphaCoV/YN2012	Mammalia	Rhinolophus ferrumequinum	Alphacoronavirus	ssRNA(+)
NC_028833	Coronaviridae	1503291	BtNv-AlphaCoV/SC2013	Mammalia	Nyctalus velutinus	Alphacoronavirus	ssRNA(+)
NC_028867	Rhabdoviridae	1504569	Fox fecal rhabdovirus	Mammalia	Vulpes vulpes	unclassified Rhabdoviridaevirus	ssRNA(-)
NC_028981	Picornaviridae	1768064	Tupaia hepatovirus A	Mammalia	Tupaia chinensis	Hepatovirus	ssRNA(+)
NC_029051	Potyviridae	1775963	Jasmine virus T	Viridiplantae	Jasminum	Potyvirus	ssRNA(+)
NC_029076	Potyviridae	32620	Iris severe mosaic virus	Viridiplantae	Iris	Potyvirus	ssRNA(+)
NC_029854	Picornaviridae	1604871	Yak enterovirus	Mammalia	Bos grunniens	Enterovirus	ssRNA(+)
NC_030115	Dicistroviridae	1769780	Anopheles C virus	Insecta	Anopheles gambiae	Cripavirus	ssRNA(+)
NC_030118	Potyviridae	1792583	Tobacco mosqueado virus	Viridiplantae	Nicotiana tabacum	Potyvirus	ssRNA(+)
NC_030231	Paramyxoviridae	1401445	Avian paramyxovirus goose/Shimane/67/2000	Mammalia	Chlorocebus aethiops	Orthoavulavirus	ssRNA(-)
NC_030236	Potyviridae	2170135	Impatiens flower break virus	Viridiplantae	Impatiens walleriana	Potyvirus	ssRNA(+)
NC_030292	Coronaviridae	1264898	Ferret coronavirus	Mammalia	Mustela putorius	Alphacoronavirus	ssRNA(+)
NC_030293	Potyviridae	1856031	Pecan mosaic-associated virus	Viridiplantae	Carya illinoinensis	Potyvirus	ssRNA(+)
NC_030391	Potyviridae	1862127	Wild onion symptomless virus	Viridiplantae	Allium	Potyvirus	ssRNA(+)
NC_030451	Rhabdoviridae	1585246	Diachasmimorpha longicaudata rhabdovirus	Insecta	Diachasmimorpha longicaudata	unclassified Rhabdoviridaevirus	ssRNA(-)
NC_030454	Picornaviridae	2760809	enterovirus A114	Mammalia	Homo sapiens	Enterovirus	ssRNA(+)
NC_030692	Bornaviridae	1714622	Borna disease virus 2	Mammalia	Equus caballus	Orthobornavirus	ssRNA(-)
NC_030701	Bornaviridae	1885248	Variegated squirrel bornavirus 1	Mammalia	Echinosciurus variegatoides	Orthobornavirus	ssRNA(-)
NC_030794	Potyviridae	1886606	Callistephus mottle virus	Viridiplantae	Callistephus chinensis	Potyvirus	ssRNA(+)
NC_030840	Potyviridae	1890365	Coccinia mottle virus	Viridiplantae	Coccinia grandis	Ipomovirus	ssRNA(+)
NC_030843	Picornaviridae	1888309	Washington bat picornavirus	Mammalia	Chiroptera	unclassified Picornaviridaevirus	ssRNA(+)
NC_030847	Potyviridae	2170132	Barbacena virus Y	Viridiplantae	Spermatophyta	Potyvirus	ssRNA(+)
NC_030886	Coronaviridae	1892416	Rousettus bat coronavirus	Mammalia	Rousettus leschenaultii	Betacoronavirus	ssRNA(+)
NC_030922	Astroviridae	1239565	Mamastrovirus 1	Mammalia	Homo sapiens	Mamastrovirus	ssRNA(+)
NC_031093	Rhabdoviridae	1608064	Sanxia Water Strider Virus 5	Insecta	Gerridae	unclassified Rhabdoviridaevirus	ssRNA(-)
NC_031105	Picornaviridae	1902501	Rosavirus B	Mammalia	Rattus norvegicus	Rosavirus	ssRNA(+)
NC_031106	Picornaviridae	1902502	Rosavirus C	Mammalia	Rattus andamanensis	Rosavirus	ssRNA(+)
NC_031216	Rhabdoviridae	1608067	Shayang Fly Virus 3	Insecta	Chrysomya megacephala	Alphadrosrhavirus	ssRNA(-)
NC_031225	Rhabdoviridae	1608109	Wuhan Insect virus 4	Insecta	Hyalopterus pruni	Cytorhabdovirus	ssRNA(-)
NC_031227	Rhabdoviridae	1608110	Wuhan Insect virus 5	Insecta	Hyalopterus pruni	Cytorhabdovirus	ssRNA(-)
NC_031232	Rhabdoviridae	1608111	Wuhan Insect virus 6	Insecta	Hyalopterus pruni	Cytorhabdovirus	ssRNA(-)
NC_031236	Rhabdoviridae	1608112	Wuhan Insect virus 7	Insecta	Hyalopterus pruni	unclassified Rhabdoviridaevirus	ssRNA(-)
NC_031240	Rhabdoviridae	1608114	Wuhan Louse Fly Virus 10	Insecta	Hippoboscidae	Sigmavirus	ssRNA(-)
NC_031278	Rhabdoviridae	1608102	Wuhan Fly Virus 2	Insecta	Musca domestica	Sigmavirus	ssRNA(-)
NC_031283	Rhabdoviridae	1608105	Wuhan House Fly Virus 2	Insecta	Musca domestica	Alphadrosrhavirus	ssRNA(-)
NC_031301	Rhabdoviridae	1608119	Wuhan Louse Fly Virus 5	Insecta	Hippoboscidae	Ledantevirus	ssRNA(-)
NC_031302	Rhabdoviridae	1608123	Wuhan Louse Fly Virus 9	Insecta	Hippoboscidae	Sigmavirus	ssRNA(-)
NC_031339	Potyviridae	291286	Euphorbia ringspot virus	Viridiplantae	Euphorbia milii	Potyvirus	ssRNA(+)
NC_031687	Dicistroviridae	1916650	Centovirus AC	Insecta	Culicidae	Centovirus	ssRNA(+)
NC_031688	Dicistroviridae	1911442	Mosquito dicistrovirus	Insecta	Culicidae	Centovirus	ssRNA(+)
NC_031690	Rhabdoviridae	1911434	Orgi virus	Insecta	Orgyia pseudotsugata	unclassified Rhabdoviridaevirus	ssRNA(-)
NC_031955	Rhabdoviridae	1213198	Lleida bat lyssavirus	Mammalia	Miniopterus schreibersii	Lyssavirus	ssRNA(-)
NC_031957	Rhabdoviridae	1972685	Almendravirus cootbay	Insecta	Aedes albopictus	Almendravirus	ssRNA(-)
NC_031958	Rhabdoviridae	1972687	Almendravirus chico	Insecta	Culicidae	Almendravirus	ssRNA(-)
NC_031988	Rhabdoviridae	1846259	Gannoruwa bat lyssavirus	Mammalia	Pteropus giganteus	Lyssavirus	ssRNA(-)
NC_032423	Astroviridae	1906173	Bastrovirus/VietNam/Porcine/17489_85	Mammalia	Sus scrofa	unclassified Astroviridaevirus	ssRNA(+)
NC_032426	Astroviridae	1906170	Bastrovirus-like_virus/VietNam/Bat/17819_21	Mammalia	Chiroptera	unclassified Astroviridaevirus	ssRNA(+)
NC_032484	Astroviridae	1906175	Bastrovirus/VietNam/Rat/16715_10	Mammalia	Rattus norvegicus	Bastrovirus	ssRNA(+)
NC_032730	Coronaviridae	1508224	Lucheng Rn rat coronavirus	Mammalia	Rattus norvegicus	Alphacoronavirus	ssRNA(+)
NC_032912	Potyviridae	1922832	Hubei Poty-like virus 1	Insecta	Diptera	unclassified Potyviridaevirus	ssRNA(+)
NC_033695	Picornaviridae	1929150	Enterovirus AN12	Mammalia	Bos taurus	Enterovirus	ssRNA(+)
NC_033792	Astroviridae	1961665	Qinghai Himalayan marmot astrovirus 1	Mammalia	Marmota himalayana	Mamastrovirus	ssRNA(+)
NC_033818	Picornaviridae	2169965	Kunsagivirus B	Mammalia	Eidolon helvum	Kunsagivirus	ssRNA(+)
NC_033819	Picornaviridae	2169854	Crohivirus B	Mammalia	Eidolon helvum	Crohivirus	ssRNA(+)
NC_033821	Astroviridae	1961666	Qinghai Himalayan marmot astrovirus 2	Mammalia	Marmota himalayana	Mamastrovirus	ssRNA(+)
NC_034206	Picornaviridae	2870349	kunsagivirus C1	Mammalia	Papio cynocephalus	Kunsagivirus	ssRNA(+)
NC_034208	Potyviridae	1963260	Sunflower ring blotch virus	Viridiplantae	Helianthus annuus	Potyvirus	ssRNA(+)
NC_034240	Rhabdoviridae	1967841	Tomato yellow mottle-associated virus	Viridiplantae	Solanum lycopersicum	Cytorhabdovirus	ssRNA(-)
NC_034245	Picornaviridae	1606765	Bovine rhinovirus 1	Mammalia	Bos taurus	Aphthovirus	ssRNA(+)
NC_034267	Picornaviridae	1849328	Enterovirus goat/JL14	Mammalia	Capra hircus	Enterovirus	ssRNA(+)
NC_034273	Potyviridae	73423	Endive necrotic mosaic virus	Viridiplantae	Helianthus annuus	Potyvirus	ssRNA(+)
NC_034381	Picornaviridae	1195365	Miniopterus schreibersii picornavirus 1	Mammalia	Miniopterus schreibersii	Mischivirus	ssRNA(+)
NC_034385	Picornaviridae	2003652	Cosavirus F	Mammalia	Homo sapiens	Cosavirus	ssRNA(+)
NC_034443	Rhabdoviridae	318848	Le Dantec virus	Mammalia	Homo sapiens	Ledantevirus	ssRNA(-)
NC_034447	Rhabdoviridae	200401	Hart Park virus	Insecta	Culex tarsalis	Hapavirus	ssRNA(-)
NC_034448	Rhabdoviridae	200403	Mosqueiro virus	Insecta	Culex portesi	Hapavirus	ssRNA(-)
NC_034449	Rhabdoviridae	318845	Parry Creek virus	Insecta	Culex annulirostris	Hapavirus	ssRNA(-)
NC_034450	Rhabdoviridae	200402	Kamese virus	Insecta	Culex	Hapavirus	ssRNA(-)
NC_034451	Rhabdoviridae	380433	Kern Canyon virus	Mammalia	Myotis yumanensis	Ledantevirus	ssRNA(-)
NC_034453	Picornaviridae	1394142	Ferret parechovirus	Mammalia	Mustela putorius furo	Parechovirus	ssRNA(+)
NC_034508	Rhabdoviridae	1972565	Vesiculovirus morreton	Insecta	Lutzomyia	Vesiculovirus	ssRNA(-)
NC_034531	Rhabdoviridae	1272949	Manitoba virus	Insecta	Culex tarsalis	Hapavirus	ssRNA(-)
NC_034534	Rhabdoviridae	380435	Rochambeau virus	Insecta	Coquillettidia albicosta	Curiovirus	ssRNA(-)
NC_034535	Rhabdoviridae	380438	Barur virus	Mammalia	Rattus rattus	Ledantevirus	ssRNA(-)
NC_034537	Rhabdoviridae	1272946	La Joya virus	Insecta	Culex dunni	Hapavirus	ssRNA(-)
NC_034538	Rhabdoviridae	1272943	Joinjakaka virus	Insecta	Culicinae	Hapavirus	ssRNA(-)
NC_034539	Rhabdoviridae	380442	Nkolbisson virus	Insecta	Eretmapodites leucopous	Ledantevirus	ssRNA(-)
NC_034540	Rhabdoviridae	380440	Keuraliba virus	Mammalia	Gerbilliscus kempi	Ledantevirus	ssRNA(-)
NC_034541	Rhabdoviridae	1272942	Gray Lodge virus	Insecta	Culex tarsalis	Hapavirus	ssRNA(-)
NC_034542	Rhabdoviridae	1620897	Sripur virus	Insecta	Sergentomyia sp.	Sripuvirus	ssRNA(-)
NC_034545	Rhabdoviridae	380434	Mount Elgon bat virus	Mammalia	Rhinolophus eloquens	Ledantevirus	ssRNA(-)
NC_034546	Rhabdoviridae	1272958	Sweetwater Branch virus	Insecta	Culicoides insignis	Tibrovirus	ssRNA(-)
NC_034548	Rhabdoviridae	1272953	Oita virus	Mammalia	Rhinolophus cornutus	Ledantevirus	ssRNA(-)
NC_034549	Rhabdoviridae	909206	Klamath virus	Mammalia	Mesocricetus auratus	Tupavirus	ssRNA(-)
NC_034551	Rhabdoviridae	1775456	Colocasia bobone disease-associated virus	Viridiplantae	Colocasia esculenta	Cytorhabdovirus	ssRNA(-)
NC_034835	Potyviridae	1993907	Longan witches broom-associated virus	Viridiplantae	Dimocarpus longan	Potyviridaevirus	ssRNA(+)
NC_034972	Coronaviridae	1964806	Coronavirus AcCoV-JC34	Mammalia	Apodemus chevrieri	Alphacoronavirus	ssRNA(+)
NC_034973	Dicistroviridae	2005444	Aphis glycines virus 3	Insecta	Aphis glycines	Cripavirus	ssRNA(+)
NC_034974	Astroviridae	1239566	Mamastrovirus 2	Mammalia	Sus scrofa	Mamastrovirus	ssRNA(+)
NC_035110	Picornaviridae	2013564	Fur seal picorna-like virus	Mammalia	Arctocephalus gazella	unclassified Picornaviridaevirus	ssRNA(+)
NC_035115	Dicistroviridae	1983569	Apis dicistrovirus	Insecta	Apis mellifera	unclassified Dicistroviridaevirus	ssRNA(+)
NC_035132	Rhabdoviridae	2010277	Culex rhabdo-like virus	Insecta	Culex quinquefasciatus	Ohlsrhavirus	ssRNA(-)
NC_035134	Potyviridae	2005044	Cucurbit vein banding virus	Viridiplantae	Cucurbita maxima	Potyvirus	ssRNA(+)
NC_035184	Dicistroviridae	1041883	Big Sioux River virus	Insecta	Aphis fabae	unclassified Dicistroviridaevirus	ssRNA(+)
NC_035198	Picornaviridae	2016448	Aimelvirus 2	Mammalia	Ailuropoda melanoleuca	unclassified Picornaviridaevirus	ssRNA(+)
NC_035458	Potyviridae	2018313	Wild melon vein banding virus	Viridiplantae	Cucumis melo subsp. agrestis	Potyvirus	ssRNA(+)
NC_035459	Potyviridae	2018312	Sudan watermelon mosaic virus	Viridiplantae	Cucumis melo var. flexuosus	Potyvirus	ssRNA(+)
NC_035461	Potyviridae	1959287	Reed chlorotic stripe virus	Viridiplantae	Phragmites australis	unclassified Potyviridaevirus	ssRNA(+)
NC_035471	Astroviridae	1906172	Bastrovirus/VietNam/Bat/16715_78	Mammalia	Chiroptera	Bastrovirus	ssRNA(+)
